# ExoFOP-TESS TOI snapshot, regenerated 2026-05-13 00:31 UTC
# Source: ExoFOP-TESS, NExScI/Caltech-IPAC
# Endpoint: https://exofop.ipac.caltech.edu/tess/download_toi.php?sort=toi&output=pipe
# Count: 7931 TOIs
# Columns: toi | tic | st_teff | st_logg | st_met (tab-separated)
# Used by sco-ldc as a fallback when the live ExoFOP fetch fails.
518.01	264979636	5596	4.32233	
519.01	218795833	3225	5.00457	
520.01	148479278	7450	4.33986	
521.01	27649847	3439	4.97486	
522.01	19451711	7381	4.438	
523.01	93125144	4692	4.29723	
524.01	365690646	6962.64	4.14716	-0.187102
525.01	71512186	7064	4.22374	
526.01	200593988	3617	4.81052	
527.01	148228019	7403	4.13809	
528.01	403693875	3965	4.68568	
529.01	438490744	3021	5.10725	
530.01	387690507	3688	4.78199	
531.01	302895996	3462	4.88307	
532.01	144700903	3946	4.69039	
533.01	309791156	4666.1	4.23	0.23
534.01	281909674	5945	4.46721	
535.01	280210963	5675	4.37342	0.17
536.01	234825296	5880	4.47813	
537.01	234112540	6100	4.28733	0.04
538.01	237751146	3411	4.90948	
539.01	238004786	4836	4.44968	
540.01	200322593	3042	4.438	
541.01	143271144	4978	4.438	
542.01	49771092	5084	4.48093	
543.01	53593457	3085	5.0795	
544.01	50618703	4665	4.67631	
545.01	37168957	5440	4.41615	
546.01	36440357	6190	4.36651	
547.01	36352297	5950	4.32551	0.0656466
548.01	42821097	6090	4.08625	
549.01	32830028	3009	5.10976	
550.01	311183180	5076	4.71	0.089
550.02	311183180	5076	4.71	0.089
551.01	192826603	3916	4.71907	
552.01	44737596	3654	4.438	
553.01	161477033	5465	4.57025	
553.02	161477033	5465	4.57025	
553.03	161477033	5465	4.57025	
554.01	407966340	6337.87	4.438	
554.02	407966340	6337.87	4.438	
555.01	170849515	3837	4.72608	
556.01	59003115	5062	4.62	-0.371
557.01	55488511	3883	4.71022	
558.01	207110080	6025.8	4	-0.62
559.01	209459275	5972	4.31	
560.01	101011575	4695	4.5	-0.21
560.02	101011575	4695	4.5	-0.21
561.01	377064495	5391	4.52526	
561.02	377064495	5391	4.52526	
561.03	377064495	5391	4.52526	
561.04	377064495	5391	4.52526	
562.01	413248763	3505	4.90573	
563.01	405454160	5383	4.42352	
564.01	1003831	5752	4.47122	
565.01	1103432	6231	4.26445	-0.169824
566.01	1133072	3380	4.92521	
567.01	13349647	5959	4.4894	-0.01
568.01	37575651	5780	4.438	
569.01	123482865	6845	4.36113	
570.01	126733133	5973	4.27298	
571.01	270468559	5743	4.14093	
572.01	289535142	6621	4.20742	
573.01	296780789	3404	4.91079	
574.01	315002523	6071	3.93311	
575.01	386435344	6529	4.00314	
576.01	408310006	6313	4.32632	
577.01	410094645	7341	4.14244	
578.01	423275733	6010	4.13259	
579.01	238061845	4959.7		-0.54
580.01	81419525	11159	4.51	
581.01	180987952	10585	4.35	
582.01	287474726	9988	3.59	
583.01	131743355	10902	4.42	
584.01	74482749	9255	3.88	
585.01	190990336	6118.1	4.29	
586.01	131979339	9511	4.05	
587.01	294090620	9333		
588.01	130415266	10416	4.35	
589.01	412961700	10817		
590.01	270841724			
591.01	146261607	9365	4.08	
592.01	196286587	6439.3	4.12	
593.01	128463355	6333	3.81	
594.01	146406806			
595.01	287329267	6258.1	3.59	-0.335808
596.01	144956678	6017	3.55	
597.01	146208651	4951.7	3.55	
598.01	81429971	8000		
599.01	145982812	6991.1	3.83	
600.01	134396419	9156.5		
601.01	141363913	6221	3.53	
602.01	175176327	10633	4.08	
603.01	262746281	5900.8	4.04	0.176
604.01	145027461	5001.6		
605.01	181304295	8265		
606.01	122262940	6514	4.03	
607.01	153651591	9389	3.92	
608.01	186547153	7471.9	4.09	
609.01	134404603	5759	4.3	
610.01	80275202	7889	4.53	
611.01	154459165	4869	4.54	
612.01	284738182	7126	4.29	
613.01	77527511	4949.2		-0.350552
614.01	118021229	5362	3.75	
615.01	190496853	7437	4.21	
616.01	145879095			
617.01	141227133	2838		
618.01	173640199	6515	4.25	
619.01	267527924	5354.5		
620.01	296739893	3633	4.80423	
621.01	30828562	7850	4.08695	
622.01	83092282	7056	4.33435	
623.01	101395259	6422	4.20608	
624.01	399870368	8730	4.19	
625.01	379929661	7668.6	4.13	0.176
626.01	65412605	8489	4.03	
627.01	365781372	7852.8	4.08	
628.01	281408474	6174	4.23	
629.01	293853437	9165	4.05	
630.01	123898871	7210.5	4.11	
631.01	97158538	6852	3.91	
632.01	349790953	4997.1	2.36	-0.53
633.01	348755723	3267	4.438	
634.01	344926234	5872	4.43995	0.005
635.01	286132427	5914	4.46485	0.106
636.01	146463781	3278	4.97806	
637.01	133334108	5637	4.52053	
638.01	78154865	6030	4.41585	
639.01	82362447	3601	4.81887	
640.01	147977348	6442	3.91	
641.01	49079670	5646	4.4	
642.01	79292541	8550	3.93	
643.01	432008938	3359	4.93457	
644.01	63303499	5952		
645.01	157568289	5710.5	3.6	
646.01	238197709	6104	3.96	
647.01	92992033	4900		
648.01	78672342	6492.5	3.57	
649.01	35582553	6779	3.83	
650.01	349373192	8658	3.92	-0.458135
651.01	72090501	8576.7		
652.01	22221375	5903	4.44653	0.0169231
653.01	33153766	6054	3.47323	
654.01	35009898	3433	4.89676	
655.01	35516889	5568	4.39267	0.21
656.01	36734222	4400	4.64555	
657.01	48103627	6122	4.283	
658.01	48476907	6521	4.22041	
659.01	48476908	5990	4.00966	
660.01	53189332	6055	4.22795	
661.01	53735810	6580	4.0663	0.05
662.01	54085154	6380	4.438	
663.01	54962195	3719	4.76941	
663.02	54962195	3719	4.76941	
663.03	54962195	3719	4.76941	
664.01	55092869	5370	3.72765	0.27
665.01	73723286	6157	4.20407	
666.01	82128636	6680	4.20036	
667.01	101955023	3202	4.86375	
668.01	102195674	6159	4.37691	
669.01	124573851	5581.9	4.13	-0.006
670.01	147660201	5688	4.48774	
671.01	151681127	7949	4.21106	
672.01	151825527	3765	4.75169	
673.01	151959065	6114	4.28439	
674.01	158588995	3467	4.87946	
675.01	169226822	5620	4.18582	-0.193
676.01	219187649	5430	4.41381	
677.01	280206394	6446	4.37882	
678.01	294395926	5624	4.39124	
679.01	308050066	6655	3.9	-0.27
680.01	335499997	5967	3.9495	
681.01	410450228	7447	3.79	-0.122325
682.01	429304876	5085	3.92	0.27
683.01	437248515	6302	4.30907	-0.08
684.01	462162948	9488	4.07548	
685.01	281731203	5287.7	3.88	
686.01	339857675	6279.8	4.26	
687.01	74534430	4253.9	4.57	
688.01	339636032	6636	3.99	
689.01	445822015	4841.3	4.71	
690.01	101497191	5463.2	4.39	
691.01	156991337	5846	4.4	
692.01	320417762	9622	3.95	
693.01	458589703	4654.2	4.59	-0.249859
694.01	55383975	5354.96	4.45894	0.425802
695.01	55559618	5591	4.38111	
696.01	77156829	3450	4.89044	
696.02	77156829	3450	4.89044	
696.03	77156829	3450	4.89044	
697.01	77253676	5447	4.39971	
698.01	141527579	3570	4.83196	
699.01	149302744	6138.6	4.07	-0.39
699.02	149302744	6138.6	4.07	-0.39
699.03	149302744	6138.6	4.07	-0.39
